number,title,classification,timestamp,latitude,longitude,year,State,report_number,observed
65664,Report 65664: Sighting by trucker on Hwy 90 at Lookout Pass outside Tammany,Class A,2020-04-15T12:00:00Z,47.43904,-115.6545,2020,Montana,65664.0,"I am an OTR truck driver. It was about 4:30 am near Tammany Montana near Lookout Pass. Had a very good look at a long reddish haired bigfoot standing up right on the back side of concrete barrier, long reddish brown hair. Couldn’t get a height since it was on other side of barrier. Saw the head and both arms on the barrier. Have very bright headlights on truck so got a good look. I am an avid hunter and outdoorsman. It did not have a pointy face. Eyes pointing forward. Saw it for about 5 to 10 seconds. It moved to my left extremely fast and was gone."
64024,Report 64024: YESTERDAY motorists in Smoky Mts. observe a Bigfoot along Little Tennessee River,Class A,2020-01-31T12:00:00Z,35.33783,-83.52992,2020,North Carolina,64024.0,"I want to report a sighting of a huge Bigfoot. As my husband and I often do, we were taking a short cut across the mountain here in western NC, heading home. As I was driving along the river, there was a very strange looking, what I thought was an odd looking man, and as we passed it, I said to my husband, "" That is a strange looking person,"" and as I looked into the rear view mirror, it stood up on the road and was watching us driving away, and that is when I realized what it really was. I told my husband that it is a Bigfoot!!! In a panic I drove away and my husband insisted that we turn around and go back. I was in tears from the fear, but we found an area to turn around and I do so.  As we approached that area, we saw it on the side of the road watching us. He was HUGE!!!! My husband got out of the car to get a better look and he couldn't believe what we were looking at. It had to be at least 8-9 feet tall, covered in long black hair all over it's body. It was massive. We were about 100 yards away and nothing was obstructing our view. I yelled at my husband to get back into the car and I managed to turn my jeep around and I got the heck out of there!!"
65677,Report 65677: Road crossing sighting on Hwy 109 near Mt. Gilead and Uwharrie National Forest,Class A,2020-06-18T12:00:00Z,35.24749,-79.97967,2020,North Carolina,65677.0,"We were headed to Uwharrie National Forest in North Carolina for a day trip on 6/18/20 and was on Hwy 109N appx.1 to 1 1/2 miles north of Mt.Gilead.  Were parallel to Railroad tracks on the right, woods on the left.  I was focused on the road. It appeared appx 200 ft. in front of the car.  I didn’t see it come out of the woods but saw it right before it crossed the road in two bounds.  It was large, maybe 8 ft., covered in black hair or fur.  There was a difference in color in the face and hands.  They were lighter in color.  Once it crossed the road, it headed toward the railroad tracks and was gone by the time I got there.  This all happened within a span of five to six seconds."
35079,Report 35079: Dairy worker describes 5am sighting between Tappan and Clendening Lake,Class A,2020-03-04T12:00:00Z,40.30824,-81.24778,2020,Ohio,35079.0,"I worked on a dairy farm between Deersville and Tippecanoe, Ohio in Harrison County during high school. It was March, 1982 about 5:00 in the morning. There was a heavy frost on the ground, a full moon, and I could see fairly clearly due to the moonlight. I went to the outside paddock area to feed the replacement dairy heifer and started dumping the grain into the trough attached to the board fence when I heard a low grunt. The kind of grunt that someone makes from being in one position too long as you stand up. When I looked up, this figure was in the process of standing up. It was on the other side of a small creek that ran through the paddock approximately 50 yards away. The figure was standing next to the wooden hay feeder. It stood there for a few seconds then walked towards the other end of the pen closest to the woods. I only saw it for about 5 to 10 seconds but could hear it walking for approximately 30 to 45 seconds. I heard the sounds of footsteps crunching in the frost as it moved to the other end of the pen and then heard the squeaking sound of the fence being pushed down. The cattle were not spooked at all during this encounter and continued to eat. After we were finished milking, I went over to the hay feeder and couldn't find any prints in the ground as the frost was gone. The figure appeared to be approximately 7 feet tall which I estimated was a foot taller than me."
49653,"Report 49653: Two incidents, years apart, one auditory, one visual, near Smithfield",Class A,2020-08-14T12:00:00Z,40.29771,-80.75612,2020,Ohio,49653.0,I have had 2 experiences the first was in hunting season of 1995. While hunting with my friend out of a double tree stand my friend and I was waiting for our dad's to drive out the woods to us. At the same time a friend of ours was coming from around the opposite side of the hill. When he got to us we started to talk while waiting for our dad's to come through the woods. While we were talking we heard a very loud powerful scream come from the woods across the field from us. We had no idea what this could have been. Out of the three of us that witnessed this none of us had heard anything like that or wanted to go investigate what it was. We were scared even being armed with shotguns. Later we heard the ohio bigfoot recording howls and we agreed that it sounded identical. So we believe that we heard bigfoot years later. The second incident happened in the fall of 2002. My best friend and I were working on his wife's car and needed parts and it was getting late close to closing time for the parts store. So we took the back road to save time. While going down the road we came around a turn near the old coal mine scales and the headlights hit a bigfoot standing on the shoulder of the road. I slammed on the brakes and slide past it on the gravel road. I put the truck in reverse and looked at my friend and said did you see that? He looked at me wide eyed and said yes please keep going. I put the truck back in drive and drove off. We were quite shook up from the experience.
50856,Report 50856: Hunters encounter an 8' tall Bigfoot near Scio while clearing trails.,Class A,2020-02-29T12:00:00Z,40.40611,-81.13733,2020,Ohio,50856.0,"My cousin and I were leasing hunting land in Harrison County, near Scio, OH. It was on or about September 4, 2010. It was approximately 9 AM and we were clearing our four wheeler trails. The birds were chirping, squirrels were jumping, and wildlife was moving around. Suddenly, we noticed that all woodland sounds had stopped. It was very odd to us, so much so that we both stopped what we were doing and stood motionless. As we looked around, we saw a tall dark figure approximately 50 yards away standing behind a large tree. It was approximately 8' tall, with hair covering its body. It was standing upright and was looking out from around the tree. At first, we could only see about 1/2 of its face and part of its shoulder and left arm. We were both armed with pistols, which we quickly had in our hands. The stare down lasted approximately 30-45 seconds. I asked my cousin in a low voice... ""are you seeing what I'm seeing?"" He replied yes in a somewhat shaky voice. I said ""what is it?"" He said ""you know what it is"". We both knew it was a Bigfoot. A few seconds later it ran perpendicular to us. We got glimpses of it crashing through the thick brush as it was moving small trees out of its way. It ran completely upright. We saw it running for approximately 50-60 yards before it disappeared into the swamp. Even though the hair was standing up on the back of our necks, we slowly walked over to where it crashed through the woods. The small saplings it ran through were completely broken and bent over. We could not wait to get out of the woods so we fled the area. We did not see it again that hunting season, but made sure we were always well armed, even during bow season."
62549,"Report 62549: Landowner reports stolen animals along with a sighting of a tall, bipedal, black creature.",Class A,2020-02-16T12:00:00Z,40.30527,-80.93864,2020,Ohio,62549.0,"Last night I took my dog out and at about 2:45 AM. While we were outside, he seen something that scared him so bad that he drug me to the house. He acted as if I couldn't get the door open fast enough. When we got in and I got the door shut, he turned quickly and stared at the door as if whatever it was, was going to come through that door and get us. He is an Irish Wolfhound and he was very shaken. So, after I took my son to school that morning, I decided to look for tracks in the snow to see if I could find out what it was that scared him. This is when I found some unusual tracks, lots of them, like the ones we had seen on our property a year ago. So I took video, and a couple of still shots. And then I called Jim Thompson to come and look at them. "
63981,"Report 63981: Two witnesses to road crossing Sasquatch, 23 miles south of Columbus, near Stoutsville",Class A,2020-01-20T12:00:00Z,39.6279,-82.83647,2020,Ohio,63981.0,"My husband and I were driving home down Winchester Southern Rd toward St Rt 22 around 9:00pm on 12/20/2019. It was completely dark outside by this time. We were going around 60mph. My husband was on high alert for deer. We were just talking to each other when we approached the right hand turn off to Wyandotte Rd. My husband fell silent. He saw a very large, very tall, bipedal creature running toward the road from the left hand side. Within a split second I also saw this creature as it continued approaching the road at a full run. It entered into the peripheral of our headlights and came within 2-3 feet of the driver side window. Comparing the creature to our truck, it had to have been nearly 8 feet tall, as it was slightly slouched while running and was a head taller than our truck. It had blondish red fur and domed shoulder/head area.  Since we were going around 60 mph as all of this happened, it ended up barely missing our truck and crossing the road behind us. We didn’t speak for 15-20 seconds until my husband finally said “What was that?!” We immediately turned around and traveled down Wyandotte Rd, in the direction it went behind us, but did not see or hear anything. We also used a spotlight from the truck to look along the road on both sides where we initially saw it but did not see any disturbance. The next morning we stopped at the exact spot again and looked for anything on the ground in the area but did not see anything."
67239,Report 67239: Cabin renters have sighting outside Logan in Wayne National Forest,Class A,2020-10-31T12:00:00Z,39.59607,-82.35291,2020,Ohio,67239.0,10 of us rented a cabin in the woods Thursday Oct 29th thru Sunday Nov 1st. It was located in Logan Ohio part of Hocking Hills area. Everything was normal till Friday. We all started smelling a nasty smell couldn't figure out where it was coming from. Didn't smell it in the cabin just outside. Late Friday night after midnight 2 people were on the deck and everyone else went to bed. They started hearing loud noises like branches breaking and felt like they were being watched. Sometimes it sounded like something was being thrown they thought it was one of us pranking them. Then came a loud bang near them so they ran in the cabin from the upper deck. The one guy came into my room and told me what was going on. So me and another girl went down to the kitchen area and we all started looking out the windows. I turned all the lights out. Within minutes the one girl yelled there it is. I went to the kitchen window and in the field right in front of me there stood a large black figure walking on two feet towards the cabin. We all started yelling what is that. It then all of a sudden turned and went back into the woods it came out of like it heard us. We then got everyone up we all went out on the deck and heard weird howling sounds that none of us have heard before. And loud noises like branches breaking. Then we heard the loud sounds in front of the cabin to the left. We all moved to the front and heard walking and branches breaking and seeing something moving around. That is where a footprint was found.
67875,Report 67875: Sighting by dog walker and more recent incident on Stone Church Trail (Wayne NF) NW of Shawnee,Class A,2020-02-15T12:00:00Z,39.63255,-82.26463,2020,Ohio,67875.0,"My husband and I have been hiking a local trail system in our area nearly every day since we got our dog in 2013. Over the years we have experienced several instances of wood knocking and did not think much of it in all honesty. More recently we have stumbled upon small trees (4-5 inches in diameter) that were twisted/broken in ways that a human could not achieve (in our opinion). All these instances combined over the years have not really made us feel unsettled or afraid, nor did we think it was anything too worthy of note; however, our most recent experience, which occurred over a period of a few days in September 2020, was unexplainable and I cannot go without reporting this any longer, as it has truly been bothering me since it occurred.  In September 2020, my husband and I were on an evening hike (approximately 4:30-5:00 pm) at the Stone Church Horse Trail System, which is a part of the Wayne National Forest in Shawnee, Ohio (Perry County) when heard what we can only describe as a “howling/roaring” sound. The noise occurred twice, and there was approximately a minute of silence between the two “howls/roars”. Sadly, I was unable to get my phone out quickly enough to record the instance, as it all happened so fast. My husband and I have never heard anything like it before. I was a bit unnerved by the sound and we quickly left the area and headed back home. We spent that night looking up the calls of animals native to Ohio, but none of the sounds we listened to even remotely resembled the sound that we heard that evening. A couple of days later, we went back out to the same trail system where we heard the noise. We stopped along the trail to allow our dog to get a drink of water. My husband was preoccupied with the dog, and I was just taking in the scenery. I happened to hear some rustling on the ridge above us, and when I turned to look, I saw what I can only describe as a very large, bipedal creature, walking between the trees and brush. The creature was far enough away that I could not make out its features specifically, but it was very large. It had dark colored fur/hair, dark brown or black in color. I cannot give an exact height measurement, but the creature appeared to be approximately 6 ft tall—This estimate is based upon our survey of the surrounding trees where the creature was sighted on the ridge. I called for my husband to look over at the creature, but it disappeared over the crest of the ridge into the forest before he was able to see. Additionally, more recently, specifically, February 13, 2021, at 4:57 pm, I unintentionally recorded a wood knock while recording video of my dog. This instance also occurred on the same trail where my husband and I heard the howling/roaring and I saw the bipedal creature in Sept. 2020. I do have that footage, and the wood knock can clearly be heard."
72131,"Report 72131: RANGER REPORT: Camper family make official report of their sasquatch encounter at Pleasant Hill Lake Park, next to Mohican State Park",Class A,2020-08-18T12:00:00Z,40.65099,-82.33575,2020,Ohio,72131.0,"This report was taken from an official MWCD (Muskingum Watershed Conservancy District) Park Ranger - Incident Call Record Report #CL-21-010216. Field notes filed on August 18th, 2020 at 22:50 hours by Pleasant Hill Lake Park Ranger McLellan #915. On 08/18/2020 at 22:50 hours, Ashland County Sheriff's Office received a 911 call for unknown subjects throwing items at them from the woods at the Primitive Camp area located at Pleasant Hill lake Park in Ashland County, Ohio. Park Ranger McLellan was dispatched and arrived shortly on scene at campsite #417 and met with the caller Faith Steele and her family (husband and two kids). Witnesses advised that someone in the woods behind their campsite was throwing sticks or (rocks) at them and around their tent. Due to it being dark the witnesses could not see who was throwing things at them. The husband went on to say he first thought it might be kids messing around in the woods, but when he yelled into the woods he did not hear any voices or noises indicating children, so he did not believe it was kids. The witnesses said a few minutes later they heard strange loud or weird noises coming from the woods, at which time he made his young children go into the tent while he stood outside the tent with his small pocket knife out ""just in case"". Witnesses went on to say a few minutes later they heard a loud bang (or knock) as if someone had smacked or punched hard the side of the (wooden) outhouse restroom located nearby on the other side of the primitive camp. When they turned and looked in that direction they observed something run into the woods. The witness described what he saw as a tall, dark and hairy figure run and disappear into the woods. Witness said the first thing he thought of when he saw it was a Bigfoot. Park Ranger McLellan checked the area and was unable to locate anyone in the wooded area and did not observe any damage to the outhouse structure. These witnesses were the only people camping in that area of Pleasant Hill Lake Park at the time. No further investigation was warranted at the time."
67199,Report 67199: Daylight sighting on the Brazos River west of Weatherford,Class A,2020-10-23T12:00:00Z,32.66908,-98.03284,2020,Texas,67199.0,"Hello, my name is Ricardo. On Friday the 23rd of October, 2020, my wife and I were seeing if a restaurant in Texas was opened so we could have lunch. It was around 1 pm. The name of the restaurant is called the Catfish Cafe, located just West of Weatherford, Texas on Interstate Hwy 20, right next to the Brazos River. There was only one worker at the restaurant, and he told us that the restaurant would not open until 4pm. So, my wife and I decided to drive around the countryside in that area and kill some time until 4 pm. Immediately just west of the restaurant about 50 yards or so, is a bridge that goes across the Brazos River. We headed across it and stopped in the center of the bridge to look at the river scenery when we spotted a huge dark figure on the river wading in the water around ankle deep. This thing was about a quarter mile north from the bridge. At first we thought it could be a man that was kicking the water, chasing a possible fish or something, but looking at the object a little closer, we knew that it was not a man because it was dark, tall, and hairy. We believe that it was a bigfoot looking for his meal. We stayed there on the bridge for a good 5 minutes, as no cars were coming. We drove around for awhile after that and came back to the restaurant about 3:45 pm stopping again on the bridge to see if that thing was still there. It wasn't, and we then got our food to go and went back home to our house in Weatherford. You guys are the first people we have told about this incident."
67232,Report 67232: Night time sighting by motorist outside Williamsburg near I-64,Class A,2020-10-22T12:00:00Z,37.33226,-76.70926,2020,Virginia,67232.0,"My two boys, ex-husband, and I were heading back to our hotel from dinner in Williamsburg, on the evening of October 22, 2020.  I took a left turn onto E Rochambeau Dr., which parallels interstate 64.  It was a clear night, dark and around 8:55pm.  I know that it was after 8:50 pm and before 9:00pm, because I was hoping to get back to watch the 9 pm debate. My son made a comment about my speed, and I pointed out a 55 mph speed limit sign, as we passed it.  I rounded a corner and saw a brief small glitter, which lead my eye to see movement.  I quickly could tell that it was an upright, bi-pedal figure.  As it walked quickly from right to left, I immediately could see that it walked like a human, but it was extremely broad and huge.  The arms and upper thighs were so big that I could see the outline of muscles.  The figure was blacker than black, almost looking like an enormous shadow figure, but solid.  My lights only revealed blackness, no clothes, just one solid figure.  I could see from the middle of the face and most of the legs.  I saw no features, as it was walking, only showing it's side to me.  It moved smoothly and quickly.  I could not see it's feet, or the top of the head. It happened so quickly that I didn't have time to say look, to my family who was with me.  As soon as it stepped of the side, I immediately said, ""What was that?!"".  I was curious to where it went, and as I passed the area, I could see that it went into the woods. There were no cars, people or anyone else on the road.  There was one house a little further down the road that had a front porch light on.  I keep trying to understand the distance from my car to the area it walked in the woods, trying to understand the height.  What I saw was huge, no way could any human be as huge, tall, and broad as this.  Again it was black, so black, and my lights didn't reveal details which is odd.  My children were completely freaked out, so I did not stop.  I've returned twice to the area to look at the road and surroundings."
65295,"Report 65295: Road crossing sighting 3mi north of Columbia Gorge, south of Willard",Class A,2020-01-04T12:00:00Z,45.75957,-121.6267,2020,Washington,65295.0,"I was driving down Williard Rd around 5pm as i came around the last right hand corner looking toward the straight away to the junction with cook- underwood road.   i saw a black object in the road....i thought its was a bear and the largest bear i have ever seen...it took up the whole left lane of the road...and it was huge...it looked like the butt was raised up...i .figured it could be a 6 hundred lb bear ( in my mind)...then i saw this commotion going on like something moving up and down.....all black ...a bear will run or lumber across the road.....at the time i thought i have never seen a bear do this...i thought this could be several deer or elk walking in the road......i was confused about all of the motion going on....then as it approached the creature and the creature approached the edge of the bank...it popped up...i yelled out “its a man!” “what is a man doing out here in the woods this time of nite”...it stepped onto the bank and walked into the woods...as my mind was trying to figure out what i saw....i saw the whole body and the head ... the right leg stepped onto the bank ... left arm back...no hat no coat no clothes, there was no snout or ears like a bear...yes a conical head, tall, arms longer...legs bulky...my headlights lit it up....by the time i passed it it had disappeared into the woods and by the time i reached cook-underwood road about 600 feet...i knew what i saw but was still trying to process it...i went back on sunday to see if i could see prints but it had rained hard all nite and i saw no prints...i still see the creature in my mind.... later  as my mind was processing what i saw i  knew it had to be  arms and legs going up and down as it crossed the road and also it was actually crawling....then stood up by the bank but it was so fast it like popped up.....still hard for me to believe what i saw but i believe it was a Sasquatch...i also now believe as i approached it when my headlights came upon it...it turned back towards the headlights and scrunched its face because the headlights were in its eyes.. then turned and faced into the woods and walked off.."
65849,Report 65849: Possible sighting at Mono Lake at Sunrise,Class B,2020-07-28T12:00:00Z,37.97761,-119.1291,2020,California,65849.0,"I went to Mono Lake with my father early in the morning to capture some long exposure photos of the sunrise. We arrived at the lake around 6 AM right at golden hour. When we got to the parking lol there was one other car parked in the lot. After grabbing my photography gear (camera bag/tripod) we began walking down the path towards the lake. I was looking off to my right hand side and clearly saw something that was all black and bipedal walking parallel with me about 15 yards away. It ducked behind a small tufa as I was watching it walk. I told my dad that I saw something walking on 2 feet and he said that he saw something moving over in that direction as well. I knew that there was a person in the same area as us since there was a car parked in the lot when we arrived so there was still a possibility that what I saw was a person dressed in all black, although it would be strange for a person to be walking off the path in the area where I saw this thing since we were still away from the lake where all of the points of interest are. My dad and I continued to walk towards the lake to shoot the sunrise. As we approached the lake there was another photographer who had their camera mounted on their tripod and was taking photos. At this point I realized that what I saw walking was not a person since the owner of the car who was parked when we arrived had just been accounted for. I did not think I would ever experience something like this in my lifetime. I wish I would have gone to the area where I saw it and looked for some evidence or footprints but I was too scared to stray off the path since it was able to disappear in the brush / tufas so easily."
65943,Report 65943: Possible tracks found close to Giant Forest Museum in Sequoia National Park,Class B,2020-08-15T12:00:00Z,36.56304,-118.7729,2020,California,65943.0,"Hello. My family and I took a trip to the Sequoia National Forest and were walking a trail near the Bear Hill Trail. I was taking pictures and videos of my children when I noticed a couple of footprints up the side of the hill.  The toes and heel indentations were very noticeable, very large and very deep into the dirt. The stride between the prints were approximately 6 feet apart. I also took photos and videos of the prints and with my foot next to them. What was very intimidating was that I am 6'6"" and weigh 380 lbs., so I'm no small guy at all. I wear shoe size 13 extra wide. These prints made my foot look childish. I tried my hardest to dig my foot into the dirt as deep as the prints were, but to no avail. Whatever made these prints had to be a considerably large animal. I then went back to the entrance of the Bear Hill Trail and walked up that trail and matched the area where I found the original prints, but higher up. It was there I found a third print and took a couple of pictures of that print as well, with one being my foot next to it to get the size. I have always been an avid believer in the Sasquatch animal, but I never thought that I would ever find anything like this."
65894,"Report 65894: Sasquatch howls recorded in Madawaska Valley, SE of Algonquin Provincial Park",Class B,2020-07-27T12:00:00Z,45.534,-77.85804,2020,Ontario,,
67551,Report 67551: Hikers find large footprint and unidentified droppings,Class B,2020-05-01T12:00:00Z,38.71954,-106.2384,2020,Colorado,67551.0,"We normally walk our dog off lead but entering the start of the hike  at the west entrance my wife and dog were immediately on high alert. My wife wanted our dog on lead as she was spooked.  After approx 1/4 mile I noticed  animal droppings that appeared large human shaped under the uphill undergrowth, spaced every 10-20ft.  I commented on the size and shape of the droppings with my wife and agreed they couldn’t be human as there were too many and under the branches of the uphill side  We discussed how they appeared to be marking a territory. The droppings continued for maybe 150ft. We continue down/East on the trail.  At about the 1/2 mile marrk a deer startled us running from the uphill side across the trail and down the other side. My wife was spooked and we turned around to go back. As we neared the spot where the droppings were I spotted a  single foot print on the uphill side partly hidden by branches. I took pictures using my water bottle and shoe(size 10) for comparison. I wanted to spend more time but my wife and dog were very agitated. I spent 5 minutes searching for a rock or log or anything that would fit in the form of the print thinking it must have been a rock to have left such a deep, clear impression. No luck. We left in a hurry."
64180,Report 64180: Logger hears long roaring howls on the same property large tracks had been discovered.,Class B,2020-02-15T12:00:00Z,48.22407,-116.8768,2020,Idaho,64180.0,"I live in the mountains and been a logger all my life and I have never heard anything like this. For 15 minutes this screamed in a low deep voice, my dogs wouldn't go outside.  Priest River Idaho"
